,Outstanding_Debt,Annual_Income,Monthly_Inhand_Salary,Credit_History_Age,Interest_Rate,Monthly_Balance,Delay_from_due_date,Total_EMI_per_month,Changed_Credit_Limit,Num_of_Loan,Credit_Score
10586,940.12,98839.2,7937.6,227.0,16.0,751.9839207636093,11.0,71.03874607230401,6.88,1.0,Standard
10587,940.12,98839.2,7937.6,228.0,16.0,788.0290367890584,11.0,71.03874607230401,13.88,1.0,Standard
10588,940.12,98839.2,7937.6,229.0,16.0,719.2853447271671,11.0,71.03874607230401,6.88,1.0,Standard
10589,940.12,98839.2,7937.6,230.0,16.0,450.2924030313208,11.0,71.03874607230401,6.88,1.0,Standard
10590,940.12,98839.2,7937.6,231.0,16.0,809.8456637908657,10.0,71.03874607230401,6.88,1.0,Standard
10591,940.12,98839.2,7937.6,232.0,16.0,388.21247195386496,11.0,71.03874607230401,6.88,1.0,Standard
10592,940.12,98839.2,7937.6,233.0,16.0,313.2311331995068,11.0,71.03874607230401,1.88,1.0,Standard
10593,940.12,98839.2,7937.6,234.0,16.0,794.4565094648171,11.0,71.03874607230401,6.88,1.0,Standard
10594,1106.09,30953.51,2807.459166666666,307.0,14.0,395.5319942453132,9.0,28.53957580088931,8.04,2.0,Standard
10595,1106.09,30953.51,2807.459166666666,308.0,14.0,443.8694593649781,9.0,28.53957580088931,8.04,2.0,Standard
10596,1106.09,30953.51,2807.459166666666,309.0,14.0,426.3791700020991,9.0,28.53957580088931,8.04,2.0,Standard
10597,1106.09,30953.51,2807.459166666666,310.0,14.0,312.923801692794,9.0,28.53957580088931,9.04,2.0,Standard
10598,1106.09,30953.51,2807.459166666666,311.0,14.0,467.3634495540577,7.0,28.53957580088931,8.04,2.0,Standard
10599,1106.09,30953.51,2807.459166666666,313.0,14.0,411.8339779900126,9.0,28.53957580088931,8.04,2.0,Standard
10600,1106.09,30953.51,2807.459166666666,314.0,14.0,452.9849597361262,9.0,28.53957580088931,8.04,2.0,Standard
10601,775.33,30931.16,2521.596666666667,194.0,15.0,325.39281897888,14.0,81.4748102046393,8.41,6.0,Standard
10602,775.33,30931.16,2521.596666666667,195.0,15.0,378.2605660052341,15.0,81.4748102046393,8.41,6.0,Standard
10603,775.33,30931.16,2521.596666666667,196.0,15.0,317.94600995043044,15.0,81.4748102046393,8.41,6.0,Standard
10604,775.33,30931.16,2521.596666666667,198.0,15.0,368.99134692565633,11.0,81.4748102046393,8.41,6.0,Standard
10605,775.33,30931.16,2521.596666666667,199.0,15.0,346.75963714701896,15.0,81.4748102046393,8.41,6.0,Good
10606,775.33,30931.16,2521.596666666667,200.0,15.0,277.3257102901299,15.0,81.4748102046393,14.41,6.0,Standard
10607,264.89,119706.2,10267.516666666666,217.0,11.0,371.7064445908493,25.0,168.7303865815791,19.58,2.0,Standard
10608,264.89,119706.2,10267.516666666666,222.0,11.0,449.54351702198267,25.0,168.7303865815791,19.58,2.0,Standard
10609,1280.42,44295.54,3677.295,147.0,30.0,509.8073688229569,38.0,65.57597408241918,11.96,2.0,Standard
10610,1280.42,44295.54,3677.295,148.0,30.0,517.7328873854783,38.0,65.57597408241918,11.96,2.0,Poor
10611,1280.42,44295.54,3677.295,149.0,30.0,478.872343208854,38.0,65.57597408241918,11.96,2.0,Poor
10612,1280.42,44295.54,3677.295,150.0,30.0,312.1348627212228,38.0,65.57597408241918,11.96,2.0,Poor
10613,1280.42,44295.54,3677.295,151.0,30.0,505.2104531368964,38.0,65.57597408241918,11.96,2.0,Poor
10614,1280.42,44295.54,3677.295,152.0,30.0,515.7279175721926,38.0,65.57597408241918,11.96,2.0,Poor
10615,1280.42,44295.54,3677.295,153.0,30.0,477.5404388722204,38.0,65.57597408241918,8.96,2.0,Poor
10616,1289.04,18114.35,1515.5291666666665,119.0,28.0,346.27484746118125,21.0,16.120788654378792,5.85,2.0,Poor
10617,1289.04,18114.35,1515.5291666666665,120.0,28.0,300.9126501659956,16.0,16.120788654378792,5.85,2.0,Standard
10618,1289.04,18114.35,1515.5291666666665,121.0,28.0,297.87251585738096,22.0,16.120788654378792,5.85,2.0,Poor
10619,1289.04,18114.35,1515.5291666666665,122.0,28.0,317.5200058422236,21.0,16.120788654378792,5.85,2.0,Standard
10620,1289.04,18114.35,1515.5291666666665,123.0,28.0,274.0448797442483,21.0,16.120788654378792,5.85,2.0,Poor
10621,1289.04,18114.35,1515.5291666666665,125.0,28.0,320.1036121580768,21.0,16.120788654378792,5.85,2.0,Poor
10622,1289.04,18114.35,1515.5291666666665,126.0,28.0,256.9931389081951,21.0,16.120788654378792,7.85,2.0,Standard
10623,238.37,24771.94,2356.328333333333,248.0,17.0,393.58297677058334,27.0,58.45441760054048,16.77,3.0,Standard
10624,238.37,24771.94,2356.328333333333,249.0,17.0,375.80746748572153,32.0,58.45441760054048,17.77,3.0,Standard
10625,238.37,24771.94,2356.328333333333,250.0,17.0,357.4111533774691,27.0,58.45441760054048,16.77,3.0,Standard
10626,238.37,24771.94,2356.328333333333,251.0,17.0,364.96176001190776,27.0,58.45441760054048,16.77,3.0,Standard
10627,238.37,24771.94,2356.328333333333,252.0,17.0,328.1082912573042,26.0,58.45441760054048,16.77,3.0,Standard
10628,238.37,24771.94,2356.328333333333,253.0,17.0,291.8467778203868,29.0,58.45441760054048,16.77,3.0,Standard
10629,238.37,24771.94,2356.328333333333,255.0,17.0,368.1003508545632,27.0,58.45441760054048,11.77,3.0,Standard
10630,469.89,59240.0,4697.666666666667,206.0,9.0,520.5836123252632,16.0,69.26616417252536,11.56,2.0,Standard
10631,469.89,59240.0,4697.666666666667,207.0,9.0,602.1690308105958,12.0,69.26616417252536,4.5600000000000005,2.0,Standard
10632,469.89,59240.0,4697.666666666667,210.0,9.0,370.4383167635577,14.0,69.26616417252536,11.56,2.0,Standard
10633,469.89,59240.0,4697.666666666667,211.0,9.0,577.1907402576296,16.0,69.26616417252536,11.56,2.0,Standard
10634,469.89,59240.0,4697.666666666667,212.0,9.0,525.2096698609132,16.0,69.26616417252536,6.5600000000000005,2.0,Standard
10635,469.89,59240.0,4697.666666666667,213.0,9.0,502.9336963684443,14.0,69.26616417252536,11.56,2.0,Standard
10636,1303.28,57101.1,4668.425,303.0,12.0,562.8572457892633,8.0,29.448509955965857,2.3,1.0,Good
10637,1303.28,57101.1,4668.425,304.0,12.0,611.1942575043341,11.0,29.448509955965857,2.3,1.0,Good
10638,1303.28,57101.1,4668.425,305.0,12.0,335.89955653174144,11.0,29.448509955965857,2.3,1.0,Good
10639,1303.28,57101.1,4668.425,306.0,12.0,497.3112736681504,11.0,29.448509955965857,2.3,1.0,Good
10640,1303.28,57101.1,4668.425,307.0,12.0,562.0794612348326,11.0,29.448509955965857,2.3,1.0,Good
10641,1303.28,57101.1,4668.425,308.0,12.0,620.505429455597,11.0,29.448509955965857,2.3,1.0,Good
10642,1303.28,57101.1,4668.425,309.0,12.0,578.2226936563038,11.0,29.448509955965857,2.3,1.0,Good
10643,839.85,28062.39,2397.5325,219.0,7.0,345.80073520154406,25.0,14.835134835161696,9.74,1.0,Poor
10644,606.48,25434.13,2318.5108333333333,89.0,12.0,199.901688796623,17.0,17.080132728719068,12.04,1.0,Standard
10645,606.48,25434.13,2318.5108333333333,90.0,12.0,417.1506776603362,14.0,17.080132728719068,14.04,1.0,Standard
10646,606.48,25434.13,2318.5108333333333,91.0,12.0,379.0942159696756,17.0,17.080132728719068,14.04,1.0,Standard
10647,606.48,25434.13,2318.5108333333333,92.0,12.0,341.91079279208327,17.0,17.080132728719068,14.04,1.0,Standard
10648,606.48,25434.13,2318.5108333333333,93.0,12.0,213.54788205586223,17.0,17.080132728719068,14.04,1.0,Standard
10649,606.48,25434.13,2318.5108333333333,94.0,12.0,399.1918538343405,17.0,17.080132728719068,14.04,1.0,Standard
10650,606.48,25434.13,2318.5108333333333,95.0,12.0,425.1161170361757,17.0,17.080132728719068,14.04,1.0,Standard
10651,606.48,25434.13,2318.5108333333333,96.0,12.0,350.1844015592244,19.0,17.080132728719068,14.04,1.0,Standard
10652,617.14,84169.92,7221.16,349.0,18.0,815.1961253046127,23.0,38.43795518519901,19.0,1.0,Standard
10653,617.14,84169.92,7221.16,350.0,18.0,786.4079153204852,23.0,38.43795518519901,19.0,1.0,Standard
10654,617.14,84169.92,7221.16,351.0,18.0,765.7761044283587,23.0,38.43795518519901,23.0,1.0,Standard
10655,617.14,84169.92,7221.16,354.0,18.0,777.6659199907051,23.0,38.43795518519901,19.0,1.0,Standard
10656,617.14,84169.92,7221.16,356.0,18.0,389.91843923211945,23.0,38.43795518519901,19.0,1.0,Standard
10657,1051.13,36463.7,2845.6416666666664,214.0,3.0,369.62681906443606,6.0,19.159720761716454,4.55,1.0,Standard
10658,1051.13,36463.7,2845.6416666666664,215.0,3.0,484.4391700338492,6.0,19.159720761716454,9.55,1.0,Good
10659,1051.13,36463.7,2845.6416666666664,216.0,3.0,435.9932455763159,9.0,19.159720761716454,4.55,1.0,Good
10660,1051.13,36463.7,2845.6416666666664,217.0,3.0,443.3184042943786,4.0,19.159720761716454,4.55,1.0,Good
10661,1051.13,36463.7,2845.6416666666664,218.0,3.0,447.7673191418546,5.0,19.159720761716454,4.55,1.0,Standard
10662,1051.13,36463.7,2845.6416666666664,219.0,3.0,453.9448328275357,6.0,19.159720761716454,4.55,1.0,Good
10663,1051.13,36463.7,2845.6416666666664,220.0,3.0,471.2457608298744,9.0,19.159720761716454,4.55,1.0,Good
10664,1032.63,72524.2,6005.6833333333325,200.0,6.0,382.218342751714,5.0,241.1131610055841,12.04,5.0,Standard
10665,1032.63,72524.2,6005.6833333333325,201.0,6.0,234.7711342047152,8.0,241.1131610055841,12.04,5.0,Standard
10666,1032.63,72524.2,6005.6833333333325,202.0,6.0,250.88788656342612,8.0,241.1131610055841,12.04,5.0,Standard
10667,1032.63,72524.2,6005.6833333333325,204.0,6.0,404.052751660813,8.0,241.1131610055841,12.04,5.0,Standard
10668,1032.63,72524.2,6005.6833333333325,205.0,6.0,470.45876562295774,8.0,241.1131610055841,7.039999999999999,5.0,Standard
10669,1032.63,72524.2,6005.6833333333325,206.0,6.0,381.7596226888234,8.0,241.1131610055841,12.04,5.0,Standard
10670,1032.63,72524.2,6005.6833333333325,207.0,6.0,330.4590107951236,10.0,241.1131610055841,7.039999999999999,5.0,Standard
10671,464.0,61711.89,5403.6575,66.0,5.0,634.3818208396734,21.0,68.57886737085119,14.46,2.0,Standard
10672,464.0,61711.89,5403.6575,67.0,5.0,556.9008663354032,21.0,68.57886737085119,14.46,2.0,Standard
10673,464.0,61711.89,5403.6575,68.0,5.0,490.34510551582224,21.0,68.57886737085119,14.46,2.0,Standard
10674,464.0,61711.89,5403.6575,70.0,5.0,435.2260351217293,21.0,68.57886737085119,14.46,2.0,Standard
10675,1438.83,35938.45,2830.870833333333,243.0,15.0,358.34455718735,19.0,96.96085525690076,3.84,4.0,Standard
10676,1438.83,35938.45,2830.870833333333,245.0,15.0,384.7322649713829,19.0,96.96085525690076,7.84,4.0,Standard
10677,1438.83,35938.45,2830.870833333333,247.0,15.0,338.89571495884474,19.0,96.96085525690076,7.84,4.0,Standard
10678,1438.83,35938.45,2830.870833333333,248.0,15.0,362.2749843377716,19.0,96.96085525690076,7.84,4.0,Standard
10679,1438.83,35938.45,2830.870833333333,249.0,15.0,276.19074966981646,18.0,96.96085525690076,7.84,4.0,Standard
10680,1438.83,35938.45,2830.870833333333,250.0,15.0,261.9913847491451,19.0,96.96085525690076,7.84,4.0,Standard
10681,1086.63,30839.77,2345.980833333333,298.0,20.0,373.5878547271842,18.0,76.71916306292354,7.66,3.0,Standard
10682,1086.63,30839.77,2345.980833333333,299.0,20.0,358.6566094888368,23.0,76.71916306292354,7.66,3.0,Standard
10683,1086.63,30839.77,2345.980833333333,301.0,20.0,377.7932342392213,23.0,76.71916306292354,7.66,3.0,Standard
10684,1086.63,30839.77,2203.9453378778685,302.0,20.0,328.5503093348725,20.0,218.7546585183884,7.66,3.0,Standard
10685,1086.63,30839.77,2203.9453378778685,303.0,20.0,355.9852049953336,27.0,218.7546585183884,7.66,3.0,Standard
10686,1086.63,30839.77,2203.9453378778685,304.0,20.0,296.32368291731547,23.0,218.7546585183884,7.66,3.0,Standard
10687,1086.63,30839.77,2203.9453378778685,305.0,20.0,294.49541725598783,23.0,218.7546585183884,5.66,3.0,Standard
10688,2224.91,83265.72,6899.81,67.0,30.0,543.3713764577352,40.0,296.6094941637514,3.46,6.0,Poor
10689,2224.91,83265.72,6899.81,68.0,30.0,349.37264680298136,35.0,296.6094941637514,3.46,6.0,Poor
10690,2224.91,83265.72,6899.81,69.0,30.0,228.7530197736764,42.0,296.6094941637514,3.46,6.0,Poor
10691,2224.91,83265.72,6899.81,71.0,30.0,573.4304834009816,42.0,296.6094941637514,3.46,6.0,Poor
10692,2224.91,83265.72,6899.81,72.0,30.0,333.08475197683134,43.0,296.6094941637514,3.46,6.0,Poor
10693,379.47,35185.56,2962.13,247.0,14.0,273.9068390369692,8.0,83.27806424741246,7.14,3.0,Standard
10694,379.47,35185.56,2962.13,248.0,14.0,396.75578904815984,8.0,83.27806424741246,10.14,3.0,Standard
10695,379.47,35185.56,2962.13,249.0,14.0,370.0316820799249,5.0,83.27806424741246,7.14,3.0,Standard
10696,379.47,35185.56,2962.13,250.0,14.0,321.33517087995835,8.0,83.27806424741246,7.14,3.0,Standard
10697,379.47,35185.56,2962.13,251.0,14.0,389.8294060697676,8.0,83.27806424741246,7.14,3.0,Standard
10698,379.47,35185.56,2962.13,253.0,14.0,192.41901397249845,8.0,83.27806424741246,7.14,3.0,Standard
10699,379.47,35185.56,2962.13,254.0,14.0,378.3592971848671,11.0,83.27806424741246,7.14,3.0,Standard
10700,437.39,30695.12,2610.9266666666667,282.0,9.0,340.8758087059752,8.0,64.74861622071981,6.43,4.0,Good
10701,432.45,61102.78,4823.8983333333335,368.0,14.0,450.83950166822825,27.0,189.800091156221,7.11,4.0,Standard
10702,432.45,61102.78,4823.8983333333335,370.0,14.0,417.4280033174866,25.0,189.800091156221,7.11,4.0,Standard
10703,432.45,61102.78,4823.8983333333335,371.0,14.0,340.3304265636632,27.0,189.800091156221,7.11,4.0,Standard
10704,432.45,61102.78,4823.8983333333335,372.0,14.0,446.816618491397,29.0,189.800091156221,7.11,4.0,Standard
10705,432.45,61102.78,4823.8983333333335,373.0,14.0,457.2368897230783,32.0,189.800091156221,7.11,4.0,Standard
10706,337.75,40290.47,3617.539166666667,250.0,5.0,266.45821769861936,11.0,74.08758399689567,3.93,4.0,Poor
10707,337.75,40290.47,3617.539166666667,251.0,5.0,472.3205311455164,11.0,74.08758399689567,5.93,4.0,Standard
10708,337.75,40290.47,3617.539166666667,252.0,5.0,466.1229425971472,8.0,74.08758399689567,3.93,4.0,Poor
10709,337.75,40290.47,3617.539166666667,253.0,5.0,285.604564880514,11.0,74.08758399689567,3.93,4.0,Poor
10710,337.75,40290.47,3617.539166666667,254.0,5.0,375.98126738290085,7.0,74.08758399689567,3.93,4.0,Poor
10711,337.75,40290.47,3617.539166666667,255.0,5.0,477.7187609440936,11.0,74.08758399689567,3.93,4.0,Poor
10712,337.75,40290.47,3617.539166666667,256.0,5.0,244.47811342468304,11.0,74.08758399689567,3.93,4.0,Poor
10713,3781.47,44447.88,3999.99,69.0,30.0,248.05638269584685,21.0,107.60529068800967,19.48,5.0,Standard
10714,3781.47,44447.88,3999.99,70.0,30.0,480.01992090032434,20.0,107.60529068800967,15.48,5.0,Standard
10715,3781.47,44447.88,3999.99,71.0,30.0,378.0534937217532,18.0,107.60529068800967,19.48,5.0,Standard
10716,3781.47,44447.88,3999.99,72.0,30.0,442.06735907288726,19.0,107.60529068800967,19.48,5.0,Standard
10717,463.82,15131.6,1505.966666666667,299.0,8.0,303.264929368905,4.0,25.930431741169137,1.59,3.0,Standard
10718,463.82,15131.6,1505.966666666667,300.0,8.0,316.50418507459483,4.0,25.930431741169137,1.59,3.0,Good
10719,463.82,15131.6,1505.966666666667,303.0,8.0,356.21464212262015,4.0,25.930431741169137,1.59,3.0,Standard
10720,463.82,15131.6,1505.966666666667,304.0,8.0,355.82847562023585,4.0,25.930431741169137,1.59,3.0,Good
10721,463.82,15131.6,1505.966666666667,305.0,8.0,219.1556814954216,4.0,25.930431741169137,8.59,3.0,Good
10722,1189.37,29374.77,2377.8975,236.0,6.0,257.82580678724213,23.0,40.26407406013254,22.65,2.0,Standard
10723,1189.37,29374.77,2377.8975,237.0,6.0,301.4158510776037,23.0,40.26407406013254,16.65,2.0,Standard
10724,1189.37,29374.77,2377.8975,238.0,6.0,408.0153306740864,23.0,40.26407406013254,16.65,2.0,Standard
10725,1189.37,29374.77,2377.8975,239.0,6.0,416.1438653483837,23.0,40.26407406013254,16.65,2.0,Standard
10726,1189.37,29374.77,2377.8975,240.0,6.0,415.2914978074516,18.0,40.26407406013254,21.65,2.0,Standard
10727,1189.37,29374.77,2377.8975,241.0,6.0,403.98035524884966,23.0,40.26407406013254,16.65,2.0,Standard
10728,1189.37,29374.77,2377.8975,242.0,6.0,327.5089460693905,23.0,40.26407406013254,16.65,2.0,Poor
10729,1189.37,29374.77,2377.8975,243.0,6.0,329.0371143190965,23.0,40.26407406013254,16.65,2.0,Poor
10730,641.04,115649.52,9400.46,242.0,9.0,226.51144562098943,8.0,104.619465963239,6.460000000000001,2.0,Standard
10731,641.04,115649.52,9400.46,245.0,9.0,809.6898926046774,8.0,104.619465963239,10.46,2.0,Poor
10732,641.04,115649.52,9400.46,246.0,9.0,798.7542862604289,8.0,104.619465963239,10.46,2.0,Poor
10733,641.04,115649.52,9400.46,247.0,9.0,538.3714298850605,8.0,104.619465963239,10.46,2.0,Standard
10734,184.38,52385.58,4492.465,326.0,6.0,445.6870539034985,12.0,166.05563062899975,14.99,4.0,Standard
10735,184.38,52385.58,4492.465,327.0,6.0,169.40031693060996,12.0,166.05563062899975,14.99,4.0,Standard
10736,184.38,52385.58,4492.465,328.0,6.0,427.6045364547165,11.0,166.05563062899975,14.99,4.0,Standard
10737,184.38,52385.58,4492.465,330.0,6.0,478.05526698416674,12.0,166.05563062899975,14.99,4.0,Standard
10738,184.38,52385.58,4492.465,332.0,6.0,457.79359387621673,16.0,166.05563062899975,11.99,4.0,Standard
10739,184.38,52385.58,4492.465,333.0,6.0,447.68852986025695,12.0,166.05563062899975,14.99,4.0,Standard
10740,695.2,85760.85,7172.7375,368.0,5.0,312.5896767679675,17.0,171.43019791284397,10.92,4.0,Standard
10741,695.2,85760.85,7172.7375,369.0,5.0,344.5342755245352,17.0,171.43019791284397,10.92,4.0,Poor
10742,695.2,85760.85,7172.7375,372.0,5.0,670.6057352017708,16.0,171.43019791284397,10.92,4.0,Poor
10743,695.2,85760.85,7172.7375,373.0,5.0,473.570298604899,20.0,171.43019791284397,10.92,4.0,Poor
10744,695.2,85760.85,7172.7375,375.0,5.0,300.7368935595873,16.0,171.43019791284397,10.92,4.0,Poor
10745,1482.15,80661.32,6551.776666666668,87.0,30.0,541.8463553679109,10.0,135.56247407463508,9.58,4.0,Poor
10746,1482.15,80661.32,6551.776666666668,88.0,30.0,624.3679719691163,8.0,135.56247407463508,9.58,4.0,Poor
10747,1482.15,80661.32,6551.776666666668,89.0,30.0,247.3873899843157,8.0,135.56247407463508,9.58,4.0,Poor
10748,1482.15,80661.32,6551.776666666668,90.0,30.0,547.4805911079858,8.0,135.56247407463508,7.58,4.0,Standard
10749,1482.15,80661.32,6551.776666666668,91.0,30.0,679.3978622490628,13.0,135.56247407463508,9.58,4.0,Standard
10750,1482.15,80661.32,6551.776666666668,92.0,30.0,493.16747847560464,8.0,135.56247407463508,9.58,4.0,Standard
10751,1482.15,80661.32,6551.776666666668,94.0,30.0,536.8418660664777,5.0,135.56247407463508,9.58,4.0,Poor
10752,1262.12,79708.89,6593.4075,334.0,17.0,681.848289298424,24.0,125.39965851243338,4.01,2.0,Standard
10753,1262.12,79708.89,6593.4075,335.0,17.0,631.1410169992969,24.0,125.39965851243338,4.01,2.0,Standard
10754,1262.12,79708.89,6593.4075,336.0,17.0,612.7311104314033,24.0,125.39965851243338,4.01,2.0,Standard
10755,1262.12,79708.89,6593.4075,337.0,17.0,642.389810730141,24.0,125.39965851243338,4.01,2.0,Standard
10756,1262.12,79708.89,6593.4075,338.0,17.0,587.0592572561976,24.0,125.39965851243338,4.01,2.0,Standard
10757,1262.12,79708.89,6593.4075,339.0,17.0,527.0389597121014,19.0,125.39965851243338,4.01,2.0,Standard
10758,1262.12,79708.89,6593.4075,340.0,17.0,671.2354615330253,24.0,125.39965851243338,4.01,2.0,Standard
10759,1262.12,79708.89,6593.4075,341.0,17.0,582.5778783851501,24.0,125.39965851243338,4.01,2.0,Standard
10760,2089.58,16479.14,1077.2616666666663,151.0,15.0,297.51756807276456,32.0,20.096239037404708,19.58,2.0,Poor
10761,2089.58,16479.14,1077.2616666666663,152.0,15.0,316.9117459005369,32.0,20.096239037404708,19.58,2.0,Standard
10762,2089.58,16479.14,1077.2616666666663,153.0,15.0,334.2268020265779,30.0,20.096239037404708,19.58,2.0,Poor
10763,2089.58,16479.14,1077.2616666666663,154.0,15.0,289.7935045066411,32.0,20.096239037404708,19.58,2.0,Poor
10764,2089.58,16479.14,1077.2616666666663,155.0,15.0,320.2335845335592,35.0,20.096239037404708,19.58,2.0,Poor
10765,2089.58,16479.14,1077.2616666666663,156.0,15.0,256.2345534701318,32.0,20.096239037404708,19.58,2.0,Poor
10766,2089.58,16479.14,971.362091719284,157.0,15.0,284.8562423588156,32.0,125.99581398478716,19.58,2.0,Poor
10767,2089.58,16479.14,971.362091719284,158.0,15.0,318.3057949615105,32.0,125.99581398478716,19.58,2.0,Poor
10768,1483.22,46841.92,3734.493333333333,66.0,13.0,363.0992337398561,21.0,149.39035924729075,18.32,4.0,Standard
10769,1483.22,46841.92,3734.493333333333,68.0,13.0,294.0522816582861,24.0,149.39035924729075,18.32,4.0,Good
10770,1483.22,46841.92,3734.493333333333,69.0,13.0,407.2131845707265,21.0,149.39035924729075,18.32,4.0,Good
10771,699.06,18419.57,1243.9641666666666,299.0,10.0,345.3385722980061,14.0,9.803353349475836,9.08,1.0,Good
10772,699.06,18419.57,1243.9641666666666,299.0,10.0,349.64232299663627,14.0,9.803353349475836,9.08,1.0,Good
10773,699.06,18419.57,1243.9641666666666,300.0,10.0,280.41934222121057,14.0,9.803353349475836,9.08,1.0,Good
10774,699.06,18419.57,1243.9641666666666,302.0,10.0,326.27855223501524,14.0,9.803353349475836,9.08,1.0,Standard
10775,699.06,18419.57,1243.9641666666666,303.0,10.0,285.6926460811711,14.0,9.803353349475836,9.08,1.0,Good
10776,699.06,18419.57,1243.9641666666666,304.0,10.0,285.60746869335526,14.0,9.803353349475836,2.08,1.0,Standard
10777,699.06,18419.57,1243.9641666666666,305.0,10.0,275.2348126038565,14.0,9.803353349475836,9.08,1.0,Standard
10778,2597.2,43900.02,3548.3350000000005,185.0,30.0,374.7992129282681,15.0,111.51960804411614,17.4,4.0,Poor
10779,2597.2,43900.02,3548.3350000000005,186.0,30.0,384.1032140929218,15.0,111.51960804411614,17.4,4.0,Poor
10780,2597.2,43900.02,3548.3350000000005,187.0,30.0,397.0686379626688,15.0,111.51960804411614,10.4,4.0,Standard
10781,2597.2,43900.02,3548.3350000000005,188.0,30.0,257.6231203252969,14.0,111.51960804411614,17.4,4.0,Poor
10782,2597.2,43900.02,3548.3350000000005,189.0,30.0,319.76482369431966,15.0,111.51960804411614,17.4,4.0,Poor
10783,2597.2,43900.02,3548.3350000000005,190.0,30.0,401.69999709707736,15.0,111.51960804411614,17.4,4.0,Poor
10784,2597.2,43900.02,3548.3350000000005,192.0,30.0,251.43815110192287,15.0,111.51960804411614,14.4,4.0,Poor
10785,818.71,11850.985,930.5820833333332,346.0,16.0,259.1257291392932,10.0,23.99855953914333,2.36,4.0,Standard
10786,818.71,11850.985,930.5820833333332,347.0,16.0,289.4665535501909,10.0,23.99855953914333,2.36,4.0,Standard
10787,818.71,11850.985,930.5820833333332,348.0,16.0,287.7980711838948,10.0,23.99855953914333,2.36,4.0,Standard
10788,818.71,11850.985,930.5820833333332,349.0,16.0,268.2620252949071,10.0,23.99855953914333,2.36,4.0,Poor
10789,818.71,11850.985,930.5820833333332,350.0,16.0,292.7820676714768,10.0,23.99855953914333,2.36,4.0,Poor
10790,818.71,11850.985,930.5820833333332,351.0,16.0,302.2934694552722,10.0,23.99855953914333,2.36,4.0,Poor
10791,818.71,11850.985,930.5820833333332,352.0,16.0,259.69915418372403,10.0,23.99855953914333,2.36,4.0,Poor
10792,818.71,11850.985,930.5820833333332,353.0,16.0,254.3255737821761,12.0,23.99855953914333,2.36,4.0,Poor
10793,1071.33,30022.71,2684.8925,314.0,6.0,242.95912800048976,14.0,62.22228530782847,2.06,4.0,Standard
10794,1352.15,18675.65,1548.3041666666668,94.0,18.0,254.30203425679755,8.0,16.528702751280758,11.52,2.0,Standard
10795,1352.15,18675.65,1548.3041666666668,95.0,18.0,352.762373323104,11.0,16.528702751280758,18.52,2.0,Standard
10796,1352.15,18675.65,1548.3041666666668,96.0,18.0,285.6465377497522,8.0,16.528702751280758,11.52,2.0,Standard
10797,1352.15,18675.65,1548.3041666666668,97.0,18.0,343.7046853708899,8.0,16.528702751280758,8.52,2.0,Standard
10798,1352.15,18675.65,1548.3041666666668,98.0,18.0,266.87368845178526,7.0,16.528702751280758,11.52,2.0,Standard
10799,1352.15,18675.65,1548.3041666666668,99.0,18.0,337.1369371879076,6.0,16.528702751280758,11.52,2.0,Standard
10800,1352.15,18675.65,1548.3041666666668,101.0,18.0,298.4740049829346,8.0,16.528702751280758,11.52,2.0,Standard
10801,240.56,113085.87,9531.8225,357.0,11.0,535.6185341324224,12.0,81.1029928492631,8.37,1.0,Poor
10802,240.56,113085.87,9531.8225,359.0,11.0,374.5704826449727,12.0,81.1029928492631,8.37,1.0,Poor
10803,2404.64,28360.5,2086.375,167.0,14.0,225.9131574257468,12.0,45.17032541030501,11.26,2.0,Poor
10804,2404.64,28360.5,2086.375,168.0,14.0,289.39774434011736,10.0,45.17032541030501,11.26,2.0,Standard
10805,2404.64,28360.5,2086.375,169.0,14.0,178.26086256628182,10.0,45.17032541030501,11.26,2.0,Poor
10806,2404.64,28360.5,2086.375,170.0,14.0,377.7767992672112,7.0,45.17032541030501,14.26,2.0,Poor
10807,2404.64,28360.5,2086.375,171.0,14.0,296.66361571364774,10.0,45.17032541030501,11.26,2.0,Poor
10808,2404.64,28360.5,2086.375,173.0,14.0,362.1975974675,10.0,45.17032541030501,16.259999999999998,2.0,Poor
10809,2404.64,28360.5,2086.375,174.0,14.0,366.02836029583887,10.0,45.17032541030501,11.26,2.0,Standard
10810,2098.56,16372.12,1648.3433333333337,106.0,28.0,344.72530634174484,33.0,16.704234855262552,7.76,2.0,Poor
10811,2098.56,16372.12,1648.3433333333337,107.0,28.0,348.50317655155,35.0,16.704234855262552,7.76,2.0,Poor
10812,2098.56,16372.12,1648.3433333333337,108.0,28.0,355.77486505678985,33.0,16.704234855262552,7.76,2.0,Poor
10813,2098.56,16372.12,1648.3433333333337,109.0,28.0,267.2657864030383,33.0,16.704234855262552,8.76,2.0,Poor
10814,2098.56,16372.12,1648.3433333333337,110.0,28.0,312.4036082204326,33.0,16.704234855262552,9.76,2.0,Standard
10815,2098.56,16372.12,1648.3433333333337,112.0,28.0,331.92970291591234,33.0,16.704234855262552,6.76,2.0,Standard
10816,1385.18,16449.27,1089.7725,92.0,20.0,296.29208992893206,16.0,16.598134235774197,19.86,2.0,Standard
10817,1385.18,16449.27,1089.7725,93.0,20.0,286.7057924785671,19.0,16.598134235774197,19.86,2.0,Standard
